Drug_A,Drug_B,Cell_Line,Score,Label
31703,11960529,MSTO,-23.21115736,0
31703,11960529,NCIH2122,-6.20889926,0
31703,11960529,NCIH23,-1.066014263,0
31703,11960529,NCIH520,-3.710738903,0
31703,11960529,OV90,-6.707802018,0
31703,11960529,OVCAR3,-2.334873983,0
31703,11960529,PA1,-6.101226726,0
31703,11960529,SKMEL30,-16.76489181,0
31703,11960529,SW837,-5.478968633,0
31703,11960529,UWB1289,-0.050017795,0
31703,11977753,A375,32.27278459,1
31703,11977753,HT144,30.63177828,1
31703,11977753,LNCAP,58.91384784,1
31703,11977753,MSTO,-15.97304518,0
31703,11977753,NCIH23,-12.16392394,0
31703,11977753,OV90,-4.531476059,0
31703,11977753,PA1,-6.20150905,0
31703,11977753,RPMI7951,-8.576530761,0
31703,11977753,SKMEL30,-4.467503695,0
31703,11977753,T47D,77.42154796,1
31703,16224745,A427,-1.662979573,0
31703,16224745,HT29,36.72789817,1
31703,16224745,KPL1,-7.506913939,0
31703,16224745,LNCAP,-5.664661257,0
31703,16224745,MSTO,-4.799551324,0
31703,16224745,NCIH2122,-12.51493838,0
31703,16224745,OV90,-1.591375892,0
31703,16224745,OVCAR3,52.03572177,1
31703,16224745,PA1,-14.68972152,0
31703,16224745,RKO,-5.493759816,0
31703,16224745,RPMI7951,-0.848725062,0
31703,16224745,SKMEL30,37.95548534,1
31703,16224745,SKMES1,-15.15977039,0
31703,16224745,SW620,-4.565436589,0
31703,16224745,T47D,-2.770384063,0
31703,16224745,UWB1289BRCA1,-9.104901727,0
31703,16224745,ZR751,-0.508321351,0
31703,24748204,A2058,-6.211030489,0
31703,24748204,A2780,-0.700420475,0
31703,24748204,A375,-5.046413147,0
31703,24748204,A427,-18.570381,0
31703,24748204,CAOV3,-0.779824948,0
31703,24748204,COLO320DM,-15.07155436,0
31703,24748204,EFM192B,-12.48880733,0
31703,24748204,ES2,-0.382493989,0
31703,24748204,HT144,-11.66929395,0
31703,24748204,KPL1,-10.05356729,0
31703,24748204,LNCAP,-17.37521122,0
31703,24748204,LOVO,-11.25304566,0
31703,24748204,MSTO,-6.62379424,0
31703,24748204,NCIH1650,-7.500639765,0
31703,24748204,NCIH2122,-18.33430727,0
31703,24748204,NCIH460,-12.25201478,0
31703,24748204,NCIH520,-21.05570493,0
31703,24748204,OCUBM,-2.231685077,0
31703,24748204,OV90,-6.920991401,0
31703,24748204,OVCAR3,-17.2476586,0
31703,24748204,PA1,-8.760341287,0
31703,24748204,RKO,-1.57995793,0
31703,24748204,SKMES1,-24.07595167,0
31703,24748204,SKOV3,-17.5550089,0
31703,24748204,SW837,-7.514199736,0
31703,24748204,UACC62,-12.96697781,0
31703,24748204,UWB1289BRCA1,-11.72390651,0
31703,24748204,VCAP,-9.384556697,0
31703,24748204,ZR751,-10.85528899,0
31703,24856436,A427,-1.011515995,0
31703,24856436,DLD1,-3.87809199,0
31703,24856436,NCIH2122,-5.328030101,0
31703,24856436,NCIH23,-4.413613169,0
31703,24856436,OV90,-13.92283585,0
31703,24856436,OVCAR3,33.9244589,1
31703,24856436,RPMI7951,-3.713034812,0
31703,24856436,UWB1289,51.69708044,1
31703,24958200,A2058,-12.54308836,0
31703,24958200,A2780,-0.525539308,0
31703,24958200,A375,-4.141301817,0
31703,24958200,A427,-9.90837312,0
31703,24958200,COLO320DM,-4.576772728,0
31703,24958200,DLD1,-11.73081119,0
31703,24958200,EFM192B,-5.817022475,0
31703,24958200,ES2,-14.29408631,0
31703,24958200,HCT116,-12.83102695,0
31703,24958200,HT144,-4.82115412,0
31703,24958200,HT29,-8.006011483,0
31703,24958200,KPL1,-4.806152324,0
31703,24958200,LNCAP,-3.262982719,0
31703,24958200,LOVO,-9.400356578,0
31703,24958200,MDAMB436,-6.414075394,0
31703,24958200,MSTO,-7.551127035,0
31703,24958200,NCIH2122,-7.278090018,0
31703,24958200,NCIH23,-2.940606275,0
31703,24958200,OCUBM,-1.373215911,0
31703,24958200,OV90,-27.38243703,0
31703,24958200,OVCAR3,-24.26301921,0
31703,24958200,PA1,-13.65337261,0
31703,24958200,RKO,-0.011282321,0
31703,24958200,RPMI7951,-9.422881614,0
31703,24958200,SKMES1,-0.733084804,0
31703,24958200,SKOV3,-17.73927653,0
31703,24958200,SW620,-1.057761564,0
31703,24958200,SW837,-21.08137786,0
31703,24958200,UACC62,-4.303836465,0
31703,24958200,UWB1289,-0.209596369,0
31703,24958200,ZR751,-4.896083679,0
31703,24964624,EFM192B,-4.988732034,0
31703,24964624,NCIH460,34.74622446,1
31703,24964624,PA1,-7.531605642,0
31703,24964624,RPMI7951,-2.156404298,0
31703,24964624,T47D,35.67707513,1
31703,46926350,A2058,-3.011384024,0
31703,46926350,A2780,-4.638984389,0
31703,46926350,A375,-8.574266962,0
31703,46926350,A427,-1.215931967,0
31703,46926350,CAOV3,-6.949363513,0
31703,46926350,DLD1,-1.526260968,0
31703,46926350,ES2,-3.910275836,0
31703,46926350,HCT116,-1.843361405,0
31703,46926350,HT144,-4.440088028,0
31703,46926350,HT29,-1.416964299,0
31703,46926350,KPL1,-2.573866476,0
31703,46926350,LNCAP,-3.217548014,0
31703,46926350,LOVO,-2.288709853,0
31703,46926350,MDAMB436,-2.849705387,0
31703,46926350,NCIH1650,-11.22434215,0
31703,46926350,NCIH23,-15.25648904,0
31703,46926350,NCIH520,-11.46926954,0
31703,46926350,OV90,-14.13956665,0
31703,46926350,OVCAR3,-14.5249197,0
31703,46926350,PA1,-5.792258918,0
31703,46926350,RPMI7951,-9.459007175,0
31703,46926350,SKMEL30,-0.739713492,0
31703,46926350,SKMES1,-8.763346452,0
31703,46926350,SKOV3,-13.50683065,0
31703,46926350,SW837,-10.20374454,0
31703,46926350,UACC62,-19.79281766,0
31703,46926350,UWB1289,-9.711199279,0
31703,46926350,UWB1289BRCA1,-8.461939539,0
36314,5311,A2058,-27.82104587,0
36314,5311,A2780,-15.24747276,0
36314,5311,A375,-9.336885288,0
36314,5311,A427,-25.29947548,0
36314,5311,CAOV3,-26.58155108,0
36314,5311,EFM192B,-0.013790492,0
36314,5311,HCT116,-17.24978046,0
36314,5311,MSTO,49.15566705,1
36314,5311,NCIH1650,-0.87057643,0
36314,5311,NCIH2122,-12.66965621,0
36314,5311,NCIH23,-25.86581958,0
36314,5311,OCUBM,-7.162944519,0
36314,5311,OVCAR3,-1.286416976,0
36314,5311,PA1,-7.250376451,0
36314,5311,RPMI7951,-2.126995455,0
36314,5311,SKMEL30,-0.860674872,0
36314,5311,SW620,-9.726495429,0
36314,5311,UWB1289,-13.56829591,0
36314,5311,ZR751,-20.48547931,0
36314,5394,A2058,-12.62971068,0
36314,5394,A2780,-25.52899142,0
36314,5394,CAOV3,-19.08106182,0
36314,5394,EFM192B,-25.89946021,0
36314,5394,HCT116,-17.15252641,0
36314,5394,HT144,-5.765373571,0
36314,5394,HT29,-14.11796557,0
36314,5394,KPL1,-13.38034102,0
36314,5394,LNCAP,-18.77838242,0
36314,5394,MSTO,-2.0215074,0
36314,5394,NCIH1650,-3.268512861,0
36314,5394,NCIH2122,-237.5819986,0
36314,5394,NCIH23,-17.15446934,0
36314,5394,OCUBM,-18.79067183,0
36314,5394,OVCAR3,-19.63977451,0
36314,5394,PA1,-2.818241011,0
36314,5394,RKO,-8.810532261,0
36314,5394,SKOV3,-7.460348061,0
36314,5394,SW837,-1.838922404,0
36314,5394,T47D,-50.64419261,0
36314,5394,UWB1289,-6.411878692,0
36314,5394,VCAP,-2.610176659,0
36314,5394,ZR751,-18.57175164,0
36314,176870,A2058,-12.62933099,0
36314,176870,A2780,-8.948449138,0
36314,176870,A375,67.02038632,1
36314,176870,EFM192B,-6.656996355,0
36314,176870,ES2,35.89332877,1
36314,176870,HCT116,-15.14194861,0
36314,176870,LNCAP,-45.18370568,0
36314,176870,NCIH2122,-7.334750387,0
36314,176870,NCIH23,-1.629292482,0
36314,176870,NCIH460,52.43475663,1
36314,176870,OCUBM,-14.25990746,0
36314,176870,OV90,-5.520938909,0
36314,176870,PA1,-10.2349321,0
36314,176870,RKO,-13.56300864,0
36314,176870,RPMI7951,-6.085516541,0
36314,176870,SKMES1,36.3564748,1
36314,176870,SW620,-7.241218545,0
36314,176870,T47D,-31.32509433,0
36314,176870,ZR751,32.55295347,1
36314,208908,A2058,-5.178457846,0
36314,208908,A2780,-11.4533481,0
36314,208908,A375,95.35478512,1
36314,208908,A427,-7.561461391,0
36314,208908,COLO320DM,63.1730396,1
36314,208908,DLD1,64.55529078,1
36314,208908,ES2,76.10088097,1
36314,208908,HT144,33.87573085,1
36314,208908,HT29,-0.579523872,0
36314,208908,KPL1,-2.47338708,0
36314,208908,LNCAP,-28.80334665,0
36314,208908,LOVO,44.74681055,1
36314,208908,MSTO,38.39368641,1
36314,208908,NCIH2122,-12.54725529,0
36314,208908,NCIH23,-0.194377333,0
36314,208908,NCIH460,52.14566803,1
36314,208908,NCIH520,-5.616165995,0
36314,208908,PA1,-2.642514631,0
36314,208908,RKO,-10.5734886,0
36314,208908,SKMES1,59.76673021,1
36314,208908,T47D,-3.959009215,0
36314,208908,UWB1289,-9.330620405,0
36314,216239,A2058,-11.18553345,0
36314,216239,A2780,-1.215373725,0
36314,216239,CAOV3,-13.79351993,0
36314,216239,EFM192B,-15.62452069,0
36314,216239,HCT116,-0.125241754,0
36314,216239,HT29,-6.702759281,0
36314,216239,KPL1,-1.523083637,0
36314,216239,LNCAP,-21.43324152,0
36314,216239,LOVO,-12.21873278,0
36314,216239,MDAMB436,-9.152062261,0
36314,216239,MSTO,-12.99657934,0
36314,216239,NCIH1650,-8.008057183,0
36314,216239,NCIH2122,-14.28306701,0
36314,216239,NCIH23,-3.514150896,0
36314,216239,OCUBM,-6.474135759,0
36314,216239,OVCAR3,-32.44400798,0
36314,216239,PA1,-4.619254568,0
36314,216239,RPMI7951,-13.17209195,0
36314,216239,SW837,-7.837523421,0
36314,216239,T47D,-17.73125391,0
36314,216239,UWB1289,-8.850368625,0
36314,216239,UWB1289BRCA1,-3.912131326,0
36314,216239,VCAP,-11.0541298,0
36314,216239,ZR751,-12.23574446,0
36314,216453,A375,33.72371953,1
36314,216453,EFM192B,-40.67026668,0
36314,216453,HCT116,-6.855289338,0
36314,216453,KPL1,-3.597659251,0
36314,216453,LNCAP,-8.328541746,0
36314,216453,LOVO,-5.088876639,0
36314,216453,NCIH2122,-163.6597734,0
36314,216453,NCIH460,36.89100966,1
36314,216453,OCUBM,-3.498348246,0
36314,216453,OVCAR3,-18.05888148,0
36314,216453,VCAP,-6.157279806,0
36314,387447,A2058,-19.12439888,0
36314,387447,A2780,-31.73348789,0
36314,387447,A375,-18.5657402,0
36314,387447,A427,-16.96281168,0
36314,387447,CAOV3,-22.40206064,0
36314,387447,COLO320DM,-11.19485934,0
36314,387447,EFM192B,-68.68915244,0
36314,387447,ES2,-30.35084289,0
36314,387447,HCT116,-18.23971369,0
36314,387447,HT144,-9.027209618,0
36314,387447,HT29,-44.45185179,0
36314,387447,KPL1,-10.13717282,0
36314,387447,LNCAP,-30.23837884,0
36314,387447,MDAMB436,-7.710543692,0
36314,387447,MSTO,68.85996267,1
36314,387447,NCIH1650,-32.16598917,0
36314,387447,NCIH2122,-307.0262696,0
36314,387447,NCIH23,-20.10145532,0
36314,387447,NCIH460,-20.01722888,0
36314,387447,NCIH520,-41.85144862,0
36314,387447,OCUBM,-18.934773,0
36314,387447,OV90,-8.81549371,0
36314,387447,OVCAR3,-27.85598715,0
36314,387447,PA1,-27.67985164,0
36314,387447,RKO,-13.90877605,0
36314,387447,RPMI7951,-10.50526892,0
36314,387447,SKMEL30,-3.429118054,0
36314,387447,SKMES1,-23.03106799,0
36314,387447,SKOV3,-6.7563489,0
36314,387447,SW837,-12.11169183,0
36314,387447,T47D,-21.07086289,0
36314,387447,UACC62,-18.64682683,0
36314,387447,UWB1289,-46.67991242,0
36314,387447,UWB1289BRCA1,-13.65266855,0
36314,387447,VCAP,-28.49151811,0
36314,387447,ZR751,-13.71700451,0
36314,3062316,A2780,56.06199471,1
36314,3062316,A375,39.52376322,1
36314,3062316,A427,34.8923173,1
36314,3062316,HT144,-1.905618141,0
36314,3062316,HT29,35.03273845,1
36314,3062316,LOVO,51.96863126,1
36314,3062316,MDAMB436,41.58936527,1
36314,3062316,MSTO,107.1762971,1
36314,3062316,NCIH1650,55.00265639,1
36314,3062316,NCIH2122,-50.43997571,0
36314,3062316,NCIH460,33.77257613,1
36314,3062316,NCIH520,57.07361604,1
36314,3062316,OCUBM,-14.82399659,0
36314,3062316,OV90,37.63341951,1
36314,3062316,OVCAR3,40.32315254,1
36314,3062316,SKMEL30,-10.42607125,0
36314,3062316,SKMES1,34.54764627,1
36314,3062316,SKOV3,39.52557668,1
36314,3062316,SW620,42.79281166,1
36314,3062316,T47D,41.79292062,1
36314,3062316,VCAP,34.23515496,1
36314,5288382,A2058,-28.98889615,0
36314,5288382,A2780,-16.76370882,0
36314,5288382,A375,-4.069916607,0
36314,5288382,CAOV3,-23.56422588,0
36314,5288382,DLD1,-10.4897384,0
36314,5288382,EFM192B,-83.06638019,0
36314,5288382,HCT116,-9.498712098,0
36314,5288382,HT29,-18.23249281,0
36314,5288382,KPL1,-8.682290487,0
36314,5288382,LNCAP,-45.11150944,0
36314,5288382,LOVO,-17.56400238,0
36314,5288382,NCIH1650,-0.013939201,0
36314,5288382,NCIH2122,-326.4643042,0
36314,5288382,NCIH23,-20.03735849,0
36314,5288382,NCIH460,-12.75868365,0
36314,5288382,NCIH520,-16.9852671,0
36314,5288382,OVCAR3,-45.90629918,0
36314,5288382,PA1,-8.717004266,0
36314,5288382,RPMI7951,-7.912570413,0
36314,5288382,SW837,-17.96433357,0
36314,5288382,T47D,-11.69067445,0
36314,5288382,UWB1289,-28.74868421,0
36314,5288382,UWB1289BRCA1,-14.80847154,0
36314,5288382,VCAP,-0.158711967,0
36314,5288382,ZR751,-7.610083737,0
36314,5329102,A2058,-3.336690455,0
36314,5329102,CAOV3,-1.408344128,0
36314,5329102,EFM192B,-17.87437502,0
36314,5329102,HT29,-2.908832841,0
36314,5329102,LNCAP,-16.58314216,0
36314,5329102,MSTO,-0.380406832,0
36314,5329102,NCIH1650,-4.858320269,0
36314,5329102,NCIH2122,-11.4390014,0
36314,5329102,NCIH23,-6.732498919,0
36314,5329102,OCUBM,-27.40824428,0
36314,5329102,OVCAR3,-6.365308548,0
36314,5329102,PA1,-3.770448662,0
36314,5329102,RKO,-7.43037932,0
36314,5329102,RPMI7951,-17.9717732,0
36314,5329102,SW837,-3.581952194,0
36314,5329102,T47D,-16.14600189,0
36314,5329102,UWB1289,-2.446645598,0
36314,5329102,VCAP,-5.041911901,0
36314,9826528,EFM192B,-21.75061851,0
36314,9826528,ES2,36.29680974,1
36314,9826528,HT144,39.23831374,1
36314,9826528,LNCAP,-17.55216969,0
36314,9826528,NCIH2122,-242.8087275,0
36314,9826528,NCIH520,-2.810468656,0
36314,9826528,OCUBM,-12.26890807,0
36314,9826528,OV90,49.87260386,1
36314,9826528,SW620,33.25167809,1
36314,9826528,T47D,-2.663964878,0
36314,9826528,UWB1289,-2.531807985,0
36314,11520894,CAOV3,-5.416556864,0
36314,11520894,EFM192B,32.27519739,1
36314,11520894,HCT116,-14.16667756,0
36314,11520894,HT144,39.53216094,1
36314,11520894,KPL1,36.20122613,1
36314,11520894,LOVO,30.12878538,1
36314,11520894,MSTO,53.55270657,1
36314,11520894,NCIH1650,32.10340739,1
36314,11520894,NCIH2122,-6.305824099,0
36314,11520894,NCIH460,32.70203942,1
36314,11520894,OCUBM,-3.294168896,0
36314,11520894,OV90,35.81407076,1
36314,11520894,SKMEL30,40.13794386,1
36314,11520894,SKMES1,33.5823346,1
36314,11520894,SKOV3,62.02652793,1
36314,11520894,VCAP,41.0674989,1
36314,11520894,ZR751,44.63109054,1
36314,11960529,A2058,-4.810944876,0
36314,11960529,A2780,-4.338118873,0
36314,11960529,CAOV3,-6.067417576,0
36314,11960529,EFM192B,-22.91889904,0
36314,11960529,HCT116,-9.203301532,0
36314,11960529,HT29,-6.594579321,0
36314,11960529,LNCAP,-14.87925873,0
36314,11960529,LOVO,-2.10631869,0
36314,11960529,NCIH1650,-7.760612649,0
36314,11960529,NCIH2122,-171.0483071,0
36314,11960529,NCIH23,-10.74498217,0
36314,11960529,NCIH520,-0.03081072,0
36314,11960529,OCUBM,-0.138660239,0
36314,11960529,OV90,-3.115402586,0
36314,11960529,OVCAR3,-13.10064571,0
36314,11960529,RKO,-0.988275749,0
36314,11960529,SKOV3,-0.505484128,0
36314,11960529,SW837,-20.96178892,0
36314,11960529,T47D,-3.017011289,0
36314,11960529,UWB1289,-14.80091613,0
36314,11977753,A2058,-5.00733607,0
36314,11977753,A2780,-3.856258719,0
36314,11977753,CAOV3,-15.28519987,0
36314,11977753,EFM192B,-30.76038345,0
36314,11977753,HCT116,-6.133082498,0
36314,11977753,LNCAP,40.7314284,1
36314,11977753,LOVO,-0.172008744,0
36314,11977753,MSTO,39.96072878,1
36314,11977753,NCIH2122,-281.4366679,0
36314,11977753,NCIH23,-12.35477142,0
36314,11977753,NCIH460,34.60596163,1
36314,11977753,OCUBM,-5.602027013,0
36314,11977753,OVCAR3,-20.24951535,0
36314,11977753,PA1,-7.480270252,0
36314,11977753,RPMI7951,-2.719317978,0
36314,11977753,T47D,97.80849248,1
36314,11977753,UWB1289,-29.08701081,0
36314,16224745,A2780,-5.432484711,0
36314,16224745,A375,30.56322729,1
36314,16224745,COLO320DM,-0.84211342,0
36314,16224745,EFM192B,-17.67396626,0
36314,16224745,HCT116,-7.79502585,0
36314,16224745,HT29,-3.224748547,0
36314,16224745,KPL1,-5.611806306,0
36314,16224745,LNCAP,-20.34508111,0
36314,16224745,NCIH2122,-261.7396847,0
36314,16224745,NCIH23,-4.252811546,0
36314,16224745,NCIH520,-4.041011718,0
36314,16224745,OCUBM,-11.45081235,0
36314,16224745,OVCAR3,-11.0493121,0
36314,16224745,PA1,-5.156991783,0
36314,16224745,RPMI7951,-7.408092476,0
36314,16224745,SKMES1,-6.453863035,0
36314,16224745,SW837,-17.66634558,0
36314,16224745,T47D,-4.00858392,0
36314,16224745,UWB1289,-20.64852416,0
36314,16224745,UWB1289BRCA1,-16.42434723,0
36314,24748204,A375,43.66347661,1
36314,24748204,ES2,30.15525285,1
36314,24748204,HT29,32.11803927,1
36314,24748204,KPL1,-1.295560798,0
36314,24748204,LNCAP,-22.11226534,0
36314,24748204,MSTO,51.3790776,1
36314,24748204,NCIH2122,-5.162729068,0
36314,24748204,NCIH460,31.30296552,1
36314,24748204,OCUBM,-7.340704013,0
36314,24748204,RKO,32.71680946,1
36314,24748204,RPMI7951,30.79730164,1
36314,24748204,SKMEL30,34.23072765,1
36314,24748204,UWB1289BRCA1,33.55733332,1
36314,24856436,A2058,-10.30531376,0
36314,24856436,A2780,-2.479274198,0
36314,24856436,A427,-4.286854492,0
36314,24856436,NCIH2122,-19.27158122,0
36314,24856436,NCIH23,-3.249016354,0
36314,24856436,OCUBM,-3.791716357,0
36314,24856436,OV90,-6.260132692,0
36314,24856436,OVCAR3,-2.955382534,0
36314,24856436,RKO,-2.632288254,0
36314,24856436,T47D,-22.91511908,0
36314,24856436,UWB1289,65.75636834,1
36314,24958200,A2058,-16.66774178,0
36314,24958200,A2780,-9.262327614,0
36314,24958200,A375,-0.102470633,0
36314,24958200,A427,-6.755637081,0
36314,24958200,CAOV3,-13.4044252,0
36314,24958200,DLD1,-7.583787044,0
36314,24958200,EFM192B,-20.74950607,0
36314,24958200,ES2,-3.531618214,0
36314,24958200,HCT116,-18.04711129,0
36314,24958200,HT144,-14.9547984,0
36314,24958200,HT29,-14.74192533,0
36314,24958200,KPL1,-19.52266631,0
36314,24958200,LNCAP,-52.70519319,0
36314,24958200,LOVO,-3.933991127,0
36314,24958200,MDAMB436,-1.071128627,0
36314,24958200,MSTO,-6.435638139,0
36314,24958200,NCIH1650,-19.66605136,0
36314,24958200,NCIH2122,-13.85537171,0
36314,24958200,NCIH23,-13.93741241,0
36314,24958200,NCIH520,-19.44784362,0
36314,24958200,OCUBM,-24.55509915,0
36314,24958200,OV90,-19.25538865,0
36314,24958200,OVCAR3,-42.19140032,0
36314,24958200,PA1,-2.911479454,0
36314,24958200,RKO,-18.21541516,0
36314,24958200,RPMI7951,-6.533817484,0
36314,24958200,SW837,-28.75366094,0
36314,24958200,T47D,-95.06772064,0
36314,24958200,UACC62,-18.68419312,0
36314,24958200,UWB1289,-24.73740167,0
36314,24958200,UWB1289BRCA1,-7.490843091,0
36314,24958200,VCAP,-9.587933401,0
36314,24964624,A375,63.81850921,1
36314,24964624,DLD1,36.82176132,1
36314,24964624,HT144,50.9467603,1
36314,24964624,HT29,36.49151805,1
36314,24964624,KPL1,56.07062225,1
36314,24964624,LNCAP,-11.80995592,0
36314,24964624,MSTO,51.29884152,1
36314,24964624,NCIH1650,31.76066078,1
36314,24964624,NCIH460,48.08331844,1
36314,24964624,NCIH520,30.75488569,1
36314,24964624,OCUBM,-0.951867257,0
36314,24964624,OV90,38.76724912,1
36314,24964624,PA1,35.06365529,1
36314,24964624,SKMEL30,32.07433267,1
36314,24964624,SKMES1,58.39395164,1
36314,24964624,SKOV3,41.95834597,1
36314,24964624,SW837,31.46792226,1
36314,24964624,T47D,-0.060161111,0
36314,24964624,ZR751,38.9842152,1
36314,46926350,A2058,-18.69197124,0
36314,46926350,A2780,-10.8670822,0
36314,46926350,CAOV3,-15.79317009,0
36314,46926350,HCT116,-18.4163491,0
36314,46926350,HT29,-6.277740386,0
36314,46926350,LNCAP,-25.67176673,0
36314,46926350,LOVO,-5.761763953,0
36314,46926350,MDAMB436,-5.199765932,0
36314,46926350,NCIH1650,-6.334285366,0
36314,46926350,NCIH2122,-15.97456459,0
36314,46926350,NCIH23,-16.90000215,0
36314,46926350,NCIH520,-15.5305062,0
36314,46926350,OCUBM,-7.768051458,0
36314,46926350,OVCAR3,-20.65752258,0
36314,46926350,PA1,-10.05803624,0
36314,46926350,RPMI7951,-4.051471824,0
36314,46926350,SKMES1,-2.279912161,0
36314,46926350,SKOV3,-18.0524935,0
36314,46926350,SW620,-2.353123917,0
36314,46926350,SW837,-18.15651295,0
36314,46926350,T47D,-45.76200708,0
36314,46926350,UWB1289,-20.1615726,0
36314,46926350,UWB1289BRCA1,-5.306912559,0
36314,46926350,VCAP,-9.079856128,0
36314,46926350,ZR751,-18.18549828,0
36462,5311,A375,-71.18505172,0
36462,5311,A427,-18.84435619,0
36462,5311,CAOV3,83.62883659,1
36462,5311,HCT116,-17.37379223,0
36462,5311,MSTO,56.83462933,1
36462,5311,NCIH23,-2.473733052,0
36462,5311,OCUBM,-5.110605486,0
36462,5311,PA1,-9.679124677,0
36462,5394,A375,-87.4802028,0
36462,5394,CAOV3,83.00585057,1
36462,5394,DLD1,-4.822138367,0
36462,5394,EFM192B,-1.617519125,0
36462,5394,HCT116,-7.177086879,0
36462,5394,HT144,-7.918675549,0
36462,5394,LOVO,-3.522124658,0
36462,5394,MSTO,-0.207890455,0
36462,5394,NCIH1650,-10.23455147,0
36462,5394,NCIH2122,-5.740990385,0
36462,5394,NCIH460,-9.814545734,0
36462,5394,NCIH520,-0.531958049,0
36462,5394,PA1,-13.05993648,0
36462,5394,RKO,-3.136548188,0
36462,5394,SKOV3,-5.368344784,0
36462,5394,SW837,-18.67907384,0
36462,5394,T47D,-27.82829749,0
36462,5394,UWB1289BRCA1,33.68962252,1
36462,5394,ZR751,-16.39943726,0
36462,176870,A375,34.50823729,1
36462,176870,CAOV3,92.93746278,1
36462,176870,HCT116,35.1756303,1
36462,176870,HT144,31.44622163,1
36462,176870,LOVO,42.42601554,1
36462,176870,MDAMB436,30.44386811,1
36462,176870,NCIH2122,47.47430247,1
36462,176870,NCIH23,-164.2668412,0
36462,176870,NCIH460,46.67308553,1
36462,176870,OVCAR3,40.7657359,1
36462,176870,PA1,-14.74906914,0
36462,176870,RPMI7951,-0.933022902,0
36462,176870,SW837,57.51358379,1
36462,176870,T47D,-9.409443094,0
36462,176870,UACC62,41.71895529,1
36462,176870,UWB1289BRCA1,34.91567972,1
36462,176870,VCAP,41.85350576,1
36462,176870,ZR751,51.47375496,1
36462,208908,A2058,-0.860922372,0
36462,208908,A427,-14.40714784,0
36462,208908,CAOV3,143.2917905,1
36462,208908,DLD1,40.61719458,1
36462,208908,EFM192B,-1.478747416,0
36462,208908,ES2,-5.679573392,0
36462,208908,LOVO,50.4281854,1
36462,208908,NCIH2122,31.30947607,1
36462,208908,NCIH23,-167.5463503,0
36462,208908,OV90,-14.60244237,0
36462,208908,PA1,-4.337830252,0
36462,208908,SW837,43.76187067,1
36462,208908,T47D,-7.076746444,0
36462,208908,UWB1289BRCA1,35.18523295,1
36462,208908,ZR751,42.94795226,1
36462,216239,A2058,-12.15503625,0
36462,216239,A375,-3.842677164,0
36462,216239,CAOV3,40.76840903,1
36462,216239,EFM192B,-16.26841635,0
36462,216239,ES2,-7.382916804,0
36462,216239,HCT116,-0.538565818,0
36462,216239,HT29,-5.500644869,0
36462,216239,LNCAP,-4.175896958,0
36462,216239,LOVO,-10.0797683,0
36462,216239,MDAMB436,-8.093217244,0
36462,216239,MSTO,-8.461292512,0
36462,216239,NCIH2122,-0.787832957,0
36462,216239,NCIH23,-116.1653965,0
36462,216239,OCUBM,-9.103048757,0
36462,216239,OV90,-8.086183338,0
36462,216239,OVCAR3,-18.43455983,0
36462,216239,PA1,-4.562973824,0
36462,216239,RKO,-3.538439088,0
36462,216239,RPMI7951,-10.84972086,0
36462,216239,SKMES1,-2.332092648,0
36462,216239,SKOV3,-3.41378037,0
36462,216239,T47D,-12.4278492,0
36462,216239,UACC62,-5.136866616,0
36462,216239,UWB1289,-1.471069519,0
36462,216239,VCAP,-19.78803715,0
36462,216239,ZR751,-11.74689916,0
36462,387447,A2058,-6.671434145,0
36462,387447,A2780,-1.471039843,0
36462,387447,A375,-9.828740982,0
36462,387447,A427,-14.07950269,0
36462,387447,CAOV3,54.31000908,1
36462,387447,EFM192B,-11.48207983,0
36462,387447,ES2,-38.16106574,0
36462,387447,HCT116,-8.868555969,0
36462,387447,HT29,-16.41332149,0
36462,387447,MSTO,49.13867719,1
36462,387447,NCIH1650,-9.014306492,0
36462,387447,NCIH2122,-11.99507083,0
36462,387447,NCIH23,-11.27577628,0
36462,387447,NCIH460,-8.824395786,0
36462,387447,NCIH520,-33.89563814,0
36462,387447,OCUBM,-13.05824866,0
36462,387447,OV90,-20.56680342,0
36462,387447,PA1,-18.67285057,0
36462,387447,RKO,-0.373258299,0
36462,387447,RPMI7951,-15.77053036,0
36462,387447,SKMEL30,-0.547561579,0
36462,387447,SKMES1,-21.79160617,0
36462,387447,SKOV3,-4.762213184,0
36462,387447,SW837,-14.57106296,0
36462,387447,T47D,-19.80398812,0
36462,387447,UACC62,-17.8222598,0
36462,387447,UWB1289,-24.14340442,0
36462,387447,UWB1289BRCA1,-1.089764618,0
36462,387447,VCAP,-10.5712824,0
36462,3062316,A2780,66.56695223,1
36462,3062316,A375,33.1108059,1
36462,3062316,CAOV3,58.84842185,1
36462,3062316,ES2,-17.70072655,0
36462,3062316,HT144,-36.23824218,0
36462,3062316,LNCAP,31.32548663,1
36462,3062316,LOVO,60.79997037,1
36462,3062316,MSTO,85.69462031,1
36462,3062316,NCIH1650,50.30604813,1
36462,3062316,NCIH2122,-55.13805214,0
36462,3062316,NCIH23,-183.3295713,0
36462,3062316,NCIH460,40.12098513,1
36462,3062316,NCIH520,43.69840612,1
36462,3062316,OVCAR3,106.6307301,1
36462,3062316,SKMEL30,-32.47747331,0
36462,3062316,SW620,42.24770688,1
36462,3062316,SW837,40.76213756,1
