Drug_A,Drug_B,Cell_Line,Score
5311,11520894,UWB1289BRCA1,29.1468663
5311,11520894,VCAP,20.80907985
5311,11520894,ZR751,-2.916191015
5311,11960529,A2058,13.83826078
5311,11960529,A2780,12.90869069
5311,11960529,A375,1.160664774
5311,11960529,A427,-58.52327953
5311,11960529,CAOV3,20.09472977
5311,11960529,COLO320DM,9.691394457
5311,11960529,DLD1,11.06433492
5311,11960529,EFM192B,15.10194596
5311,11960529,ES2,7.893266935
5311,11960529,HCT116,2.814463898
5311,11960529,HT144,5.706615777
5311,11960529,HT29,9.098550914
5311,11960529,KPL1,1.844802417
5311,11960529,LNCAP,49.33693535
5311,11960529,LOVO,1.601934317
5311,11960529,MDAMB436,9.563319659
5311,11960529,MSTO,55.19369824
5311,11960529,NCIH1650,-3.536353014
5311,11960529,NCIH2122,13.0880262
5311,11960529,NCIH23,1.384761141
5311,11960529,NCIH460,-0.987659904
5311,11960529,NCIH520,3.771629482
5311,11960529,OCUBM,-0.666964708
5311,11960529,OV90,4.514863562
5311,11960529,OVCAR3,18.94000129
5311,11960529,PA1,4.858222851
5311,11960529,RKO,-0.819536397
5311,11960529,RPMI7951,11.3748888
5311,11960529,SKMEL30,-0.198842912
5311,11960529,SKMES1,11.58948151
5311,11960529,SKOV3,25.58852392
5311,11960529,SW620,1.573624972
5311,11960529,SW837,2.918783877
5311,11960529,T47D,7.25090663
5311,11960529,UACC62,8.136506422
5311,11960529,UWB1289,8.959518254
5311,11960529,UWB1289BRCA1,4.797048926
5311,11960529,VCAP,27.32757725
5311,11960529,ZR751,1.71244427
5311,11977753,A2058,22.42827156
5311,11977753,A2780,13.58603248
5311,11977753,A375,9.815658205
5311,11977753,A427,-38.27421098
5311,11977753,CAOV3,42.93750716
5311,11977753,COLO320DM,17.94938544
5311,11977753,DLD1,10.34499448
5311,11977753,EFM192B,19.0079153
5311,11977753,ES2,25.66320195
5311,11977753,HCT116,22.72634472
5311,11977753,HT144,8.448808494
5311,11977753,HT29,22.63820584
5311,11977753,KPL1,17.61665575
5311,11977753,LNCAP,96.70016552
5311,11977753,LOVO,20.0076554
5311,11977753,MDAMB436,25.20343588
5311,11977753,MSTO,55.52670442
5311,11977753,NCIH1650,7.290351662
5311,11977753,NCIH2122,25.38214663
5311,11977753,NCIH23,-3.603399049
5311,11977753,NCIH460,13.1734271
5311,11977753,NCIH520,14.9510573
5311,11977753,OCUBM,-2.165707983
5311,11977753,OV90,21.81472384
5311,11977753,OVCAR3,7.779371752
5311,11977753,PA1,22.34983246
5311,11977753,RKO,20.00905401
5311,11977753,RPMI7951,18.10883241
5311,11977753,SKMEL30,9.72265268
5311,11977753,SKMES1,23.83039343
5311,11977753,SKOV3,21.09282755
5311,11977753,SW620,-4.460737605
5311,11977753,SW837,24.76549285
5311,11977753,T47D,109.7250532
5311,11977753,UACC62,8.805480455
5311,11977753,UWB1289,26.17354289
5311,11977753,UWB1289BRCA1,28.61878724
5311,11977753,VCAP,28.68297391
5311,11977753,ZR751,2.554843243
5311,16224745,A2058,42.03597643
5311,16224745,A2780,9.881195636
5311,16224745,A375,43.78931082
5311,16224745,A427,-1.369450158
5311,16224745,CAOV3,5.601181068
5311,16224745,COLO320DM,24.43898896
5311,16224745,DLD1,5.847603637
5311,16224745,EFM192B,8.293803404
5311,16224745,ES2,14.48459148
5311,16224745,HCT116,5.97816287
5311,16224745,HT144,21.50192963
5311,16224745,HT29,7.111208842
5311,16224745,KPL1,-4.197399711
5311,16224745,LNCAP,33.64030053
5311,16224745,LOVO,10.79337324
5311,16224745,MDAMB436,14.41997858
5311,16224745,MSTO,35.32093285
5311,16224745,NCIH1650,-0.771172874
5311,16224745,NCIH2122,3.717108965
5311,16224745,NCIH23,13.30457978
5311,16224745,NCIH460,-6.599346687
5311,16224745,NCIH520,6.02811965
5311,16224745,OCUBM,4.570767421
5311,16224745,OV90,-1.721886734
5311,16224745,OVCAR3,-3.103242429
5311,16224745,PA1,8.169317678
5311,16224745,RKO,8.227037073
5311,16224745,RPMI7951,1.816810156
5311,16224745,SKMEL30,19.88211486
5311,16224745,SKMES1,12.27437365
5311,16224745,SKOV3,36.87808006
5311,16224745,SW620,11.40862469
5311,16224745,SW837,-2.866008088
5311,16224745,T47D,-27.7271977
5311,16224745,UACC62,15.33422356
5311,16224745,UWB1289,5.572676578
5311,16224745,UWB1289BRCA1,-17.08562781
5311,16224745,VCAP,25.84803199
5311,16224745,ZR751,-30.21666905
5311,24748204,A2058,-16.92915593
5311,24748204,A2780,1.620727496
5311,24748204,A375,15.53608458
5311,24748204,A427,-12.01522355
5311,24748204,CAOV3,1.304392147
5311,24748204,COLO320DM,13.19878407
5311,24748204,DLD1,12.00433218
5311,24748204,EFM192B,0.110957004
5311,24748204,ES2,9.948401718
5311,24748204,HCT116,4.140293489
5311,24748204,HT144,2.85255572
5311,24748204,HT29,19.40218977
5311,24748204,KPL1,3.158417374
5311,24748204,LNCAP,2.537163536
5311,24748204,LOVO,-0.518854633
5311,24748204,MDAMB436,-0.899321821
5311,24748204,MSTO,43.00794399
5311,24748204,NCIH1650,2.985564331
5311,24748204,NCIH2122,5.601252485
5311,24748204,NCIH23,-14.38157583
5311,24748204,NCIH460,-15.54919411
5311,24748204,NCIH520,1.500804536
5311,24748204,OCUBM,-3.241909884
5311,24748204,OV90,0.799203391
5311,24748204,OVCAR3,9.875318611
5311,24748204,PA1,-8.408909849
5311,24748204,RKO,17.90192104
5311,24748204,RPMI7951,3.361015134
5311,24748204,SKMEL30,17.54287669
5311,24748204,SKMES1,-5.721841502
5311,24748204,SKOV3,13.76945961
5311,24748204,SW620,-0.403799069
5311,24748204,SW837,11.7789592
5311,24748204,T47D,36.60827466
5311,24748204,UACC62,-2.529379309
5311,24748204,UWB1289,-1.535110219
5311,24748204,UWB1289BRCA1,11.93855642
5311,24748204,VCAP,9.027358292
5311,24748204,ZR751,-13.05323927
5311,24856436,A2058,-5.765572483
5311,24856436,A2780,3.19392369
5311,24856436,A375,21.04505592
5311,24856436,A427,-15.37435912
5311,24856436,CAOV3,4.557643282
5311,24856436,COLO320DM,7.894591126
5311,24856436,DLD1,8.391295533
5311,24856436,EFM192B,0.392189291
5311,24856436,ES2,3.819535178
5311,24856436,HCT116,13.25866074
5311,24856436,HT144,-0.485421848
5311,24856436,HT29,-3.079778484
5311,24856436,KPL1,3.600700487
5311,24856436,LNCAP,20.66996411
5311,24856436,LOVO,4.416866718
5311,24856436,MDAMB436,8.887351613
5311,24856436,MSTO,20.86958474
5311,24856436,NCIH1650,2.855853743
5311,24856436,NCIH2122,-0.608148386
5311,24856436,NCIH23,10.34112577
5311,24856436,NCIH460,-0.264424747
5311,24856436,NCIH520,-0.836890494
5311,24856436,OCUBM,0.681454161
5311,24856436,OV90,-5.03395913
5311,24856436,OVCAR3,11.40792115
5311,24856436,PA1,-0.490322808
5311,24856436,RKO,-1.73536706
5311,24856436,RPMI7951,15.09045688
5311,24856436,SKMEL30,-12.61182896
5311,24856436,SKMES1,25.90049312
5311,24856436,SKOV3,26.88561702
5311,24856436,SW620,-5.037714387
5311,24856436,SW837,7.172290587
5311,24856436,T47D,21.03839338
5311,24856436,UACC62,14.17746607
5311,24856436,UWB1289,84.40288906
5311,24856436,UWB1289BRCA1,5.874678404
5311,24856436,VCAP,-4.124492345
5311,24856436,ZR751,-20.67853655
5311,24958200,A2058,0.167661644
5311,24958200,A2780,13.05798716
5311,24958200,A375,16.48012635
5311,24958200,A427,-15.73278728
5311,24958200,CAOV3,-10.70195784
5311,24958200,COLO320DM,1.278596751
5311,24958200,DLD1,-2.386540467
5311,24958200,EFM192B,25.39429855
5311,24958200,ES2,-2.681572807
5311,24958200,HCT116,-4.32829978
5311,24958200,HT144,7.046579824
5311,24958200,HT29,12.02612617
5311,24958200,KPL1,-1.874672854
5311,24958200,LNCAP,15.34953533
5311,24958200,LOVO,-3.640807019
5311,24958200,MDAMB436,10.70524674
5311,24958200,MSTO,45.73885959
5311,24958200,NCIH1650,0.158497898
5311,24958200,NCIH2122,14.31788488
5311,24958200,NCIH23,-16.74983057
5311,24958200,NCIH460,14.93641512
5311,24958200,NCIH520,-3.062591179
5311,24958200,OCUBM,-3.809199229
5311,24958200,OV90,-2.851401595
5311,24958200,OVCAR3,28.0318632
5311,24958200,PA1,-2.123627888
5311,24958200,RKO,-2.855516498
5311,24958200,RPMI7951,1.286150591
5311,24958200,SKMEL30,-8.675467673
5311,24958200,SKMES1,0.318246827
5311,24958200,SKOV3,26.34891442
5311,24958200,SW620,-9.56198937
5311,24958200,SW837,9.400701144
5311,24958200,T47D,-3.309461068
5311,24958200,UACC62,5.987110904
5311,24958200,UWB1289,16.61565114
5311,24958200,UWB1289BRCA1,9.947243939
5311,24958200,VCAP,16.99640972
5311,24958200,ZR751,7.763418955
5311,24964624,A2058,11.17600584
5311,24964624,A2780,1.19279402
5311,24964624,A375,7.316054856
5311,24964624,A427,-6.51128168
5311,24964624,CAOV3,79.60129946
5311,24964624,COLO320DM,17.5310331
5311,24964624,DLD1,25.06590144
5311,24964624,EFM192B,-3.020027651
5311,24964624,ES2,11.25692828
5311,24964624,HCT116,23.11942198
5311,24964624,HT144,16.79384216
5311,24964624,HT29,41.43345757
5311,24964624,KPL1,51.95679319
5311,24964624,LNCAP,37.39952512
5311,24964624,LOVO,17.42016365
5311,24964624,MDAMB436,16.43520488
5311,24964624,MSTO,79.58112895
5311,24964624,NCIH1650,24.23348611
5311,24964624,NCIH2122,35.07321458
5311,24964624,NCIH23,-8.468499201
5311,24964624,NCIH460,5.017522605
5311,24964624,NCIH520,9.848153239
5311,24964624,OCUBM,-6.875645641
5311,24964624,OV90,25.27757553
5311,24964624,OVCAR3,13.20074038
5311,24964624,PA1,15.55557142
5311,24964624,RKO,13.25119964
5311,24964624,RPMI7951,5.677673827
5311,24964624,SKMEL30,11.51702007
5311,24964624,SKMES1,37.12837727
5311,24964624,SKOV3,36.21659429
5311,24964624,SW620,28.29939818
5311,24964624,SW837,33.87434419
5311,24964624,T47D,6.811257235
5311,24964624,UACC62,18.06172206
5311,24964624,UWB1289,40.87892648
5311,24964624,UWB1289BRCA1,41.05975813
5311,24964624,VCAP,38.09436999
5311,24964624,ZR751,-3.081888211
5311,46926350,A2058,-41.29260527
5311,46926350,A2780,-15.48486861
5311,46926350,A375,-30.03761176
5311,46926350,A427,-26.08596699
5311,46926350,CAOV3,-19.56075806
5311,46926350,COLO320DM,-4.936564629
5311,46926350,DLD1,-15.68544427
5311,46926350,EFM192B,-21.46107594
5311,46926350,ES2,-23.69202945
5311,46926350,HCT116,-42.05044227
5311,46926350,HT144,-21.20289089
5311,46926350,HT29,-21.7445099
5311,46926350,KPL1,-20.57409878
5311,46926350,LNCAP,10.7046573
5311,46926350,LOVO,-25.94683162
5311,46926350,MDAMB436,-10.68634975
5311,46926350,MSTO,8.409877195
5311,46926350,NCIH1650,-28.82098265
5311,46926350,NCIH2122,-16.3635549
5311,46926350,NCIH23,-34.89534561
5311,46926350,NCIH460,-18.78959083
5311,46926350,NCIH520,-28.05693916
5311,46926350,OCUBM,-23.58688399
5311,46926350,OV90,-38.79285362
5311,46926350,OVCAR3,-15.54610515
5311,46926350,PA1,-14.3725925
5311,46926350,RKO,0.209057753
5311,46926350,RPMI7951,-15.94181129
5311,46926350,SKMEL30,-16.32880177
5311,46926350,SKMES1,-10.22208938
5311,46926350,SKOV3,-28.47376925
5311,46926350,SW620,-39.95066263
5311,46926350,SW837,-22.22398006
5311,46926350,T47D,-16.99583301
5311,46926350,UACC62,-26.71088213
5311,46926350,UWB1289,-22.43819372
5311,46926350,UWB1289BRCA1,-37.85972936
5311,46926350,VCAP,-23.37276881
5311,46926350,ZR751,-43.2531627
5394,60700,A2058,10.18331052
5394,60700,A2780,10.51804778
5394,60700,A375,6.191624564
5394,60700,A427,10.89726154
5394,60700,CAOV3,9.418640609
5394,60700,COLO320DM,2.447440616
5394,60700,DLD1,13.76578856
5394,60700,EFM192B,1.398051992
5394,60700,ES2,10.20258594
5394,60700,HCT116,7.755546094
5394,60700,HT144,0.807190773
5394,60700,HT29,13.50402613
5394,60700,KPL1,-8.372166016
5394,60700,LNCAP,-130.8320847
5394,60700,LOVO,-7.742677237
5394,60700,MDAMB436,4.268886601
5394,60700,MSTO,11.80760232
5394,60700,NCIH1650,-7.104534365
5394,60700,NCIH2122,5.042265577
5394,60700,NCIH23,3.032643715
5394,60700,NCIH460,-15.65452065
5394,60700,NCIH520,5.659525838
5394,60700,OCUBM,-6.289164687
5394,60700,OV90,8.395760607
5394,60700,OVCAR3,6.941709052
5394,60700,PA1,-3.608267057
5394,60700,RKO,5.016993954
5394,60700,RPMI7951,6.245932136
5394,60700,SKMEL30,20.6515056
5394,60700,SKMES1,22.16661787
5394,60700,SKOV3,-14.20781623
5394,60700,SW620,12.67525627
5394,60700,SW837,-12.06393634
5394,60700,T47D,8.442079836
5394,60700,UACC62,11.7003691
5394,60700,UWB1289,-4.591597564
5394,60700,UWB1289BRCA1,9.025306295
5394,60700,VCAP,8.426893968
5394,60700,ZR751,-29.68251629
5394,104842,A2058,8.482931463
5394,104842,A2780,3.413486353
5394,104842,A375,-5.001993598
5394,104842,A427,6.07254456
5394,104842,CAOV3,-38.35767411
5394,104842,COLO320DM,0.113469958
5394,104842,DLD1,-14.23179807
5394,104842,EFM192B,-36.39302292
5394,104842,ES2,2.769035533
5394,104842,HCT116,-9.556941325
5394,104842,HT144,-35.9449781
5394,104842,HT29,-7.888423637
5394,104842,KPL1,-17.39078427
5394,104842,LNCAP,3.932686085
5394,104842,LOVO,-29.84824188
5394,104842,MDAMB436,-2.572013398
5394,104842,MSTO,-2.317765271
5394,104842,NCIH1650,-33.43385696
5394,104842,NCIH2122,-13.72631485
5394,104842,NCIH23,-19.76704375
5394,104842,NCIH460,-14.7813804
5394,104842,NCIH520,-8.991422975
5394,104842,OCUBM,-8.244926843
5394,104842,OV90,-19.00683575
5394,104842,OVCAR3,4.753121759
5394,104842,PA1,3.373878115
5394,104842,RKO,-12.0477968
5394,104842,RPMI7951,-4.027660591
5394,104842,SKMEL30,8.452621101
5394,104842,SKMES1,4.804985714
5394,104842,SKOV3,-22.21048262
5394,104842,SW620,8.969655902
5394,104842,SW837,-37.07104306
5394,104842,T47D,-81.09317162
5394,104842,UACC62,-5.235666195
5394,104842,UWB1289,14.04611122
5394,104842,UWB1289BRCA1,9.128156961
5394,104842,VCAP,-12.43379703
5394,104842,ZR751,-64.47985647
5394,176870,A2058,23.16919171
5394,176870,A2780,30.84922294
5394,176870,A375,14.65073853
5394,176870,A427,33.22563812
5394,176870,CAOV3,-36.26072775
5394,176870,COLO320DM,33.56337096
5394,176870,DLD1,4.15804421
5394,176870,EFM192B,-18.33340599
5394,176870,ES2,0.893796185
5394,176870,HCT116,22.53207054
5394,176870,HT144,-5.285456097
5394,176870,HT29,-0.926017295
5394,176870,KPL1,0.884269534
5394,176870,LNCAP,0.660921675
5394,176870,LOVO,-9.579302695
5394,176870,MDAMB436,-3.483638675
5394,176870,MSTO,-49.23518266
5394,176870,NCIH1650,-31.23251346
5394,176870,NCIH2122,9.307342485
5394,176870,NCIH23,-8.72888978
5394,176870,NCIH460,13.92492646
5394,176870,NCIH520,19.51734656
5394,176870,OCUBM,-25.87480178
5394,176870,OV90,-0.248809472
5394,176870,OVCAR3,-26.01622561
5394,176870,PA1,-2.91182479
5394,176870,RKO,-14.28199136
5394,176870,RPMI7951,16.00564435
5394,176870,SKMEL30,17.08005593
5394,176870,SKMES1,11.36110987
5394,176870,SKOV3,-6.865648901
5394,176870,SW620,15.7176475
5394,176870,SW837,15.17934771
5394,176870,T47D,-25.75609877
5394,176870,UACC62,28.79115016
5394,176870,UWB1289,22.58370777
5394,176870,UWB1289BRCA1,9.990275943
5394,176870,VCAP,10.90420489
5394,176870,ZR751,-53.82800028
5394,208908,A2058,20.26452956
5394,208908,A2780,22.47873475
5394,208908,A375,19.16439051
5394,208908,A427,-4.005522915
5394,208908,CAOV3,4.281354003
5394,208908,COLO320DM,1.586627565
5394,208908,DLD1,5.459810843
5394,208908,EFM192B,-2.354513833
5394,208908,ES2,-3.540800504
5394,208908,HCT116,8.169450922
5394,208908,HT144,4.319109663
5394,208908,HT29,12.93044004
5394,208908,KPL1,-11.1993314
5394,208908,LNCAP,2.744736338
5394,208908,LOVO,6.005303906
5394,208908,MDAMB436,19.91189498
5394,208908,MSTO,14.65631939
5394,208908,NCIH1650,-25.78010708
5394,208908,NCIH2122,7.798632678
5394,208908,NCIH23,2.177052566
5394,208908,NCIH460,-1.916119502
5394,208908,NCIH520,2.987740761
5394,208908,OCUBM,-11.94945636
5394,208908,OV90,0.81319258
5394,208908,OVCAR3,22.73412044
5394,208908,PA1,23.71644493
5394,208908,RKO,-7.366399549
5394,208908,RPMI7951,7.649946364
5394,208908,SKMEL30,23.5185448
5394,208908,SKMES1,5.551943649
5394,208908,SKOV3,-12.14107808
5394,208908,SW620,9.657581702
5394,208908,SW837,-3.779459274
5394,208908,T47D,-87.2150434
5394,208908,UACC62,27.12344862
5394,208908,UWB1289,20.98276548
5394,208908,UWB1289BRCA1,32.87884584
5394,208908,VCAP,-6.400947724
5394,208908,ZR751,-40.74352858
5394,216239,A2058,-1.019573635
5394,216239,A2780,4.703473465
5394,216239,A375,11.60283778
5394,216239,A427,22.68068564
5394,216239,CAOV3,-4.690960861
5394,216239,COLO320DM,10.78041542
5394,216239,DLD1,12.37475825
5394,216239,EFM192B,-4.214872973
5394,216239,ES2,3.18610254
5394,216239,HCT116,10.89744473
5394,216239,HT144,3.502094902
5394,216239,HT29,-3.1063573
5394,216239,KPL1,0.477779787
5394,216239,LNCAP,-11.4422593
5394,216239,LOVO,-7.361379537
5394,216239,MDAMB436,6.760402461
5394,216239,MSTO,-11.09112855
5394,216239,NCIH1650,-5.475247986
5394,216239,NCIH2122,-2.439074493
5394,216239,NCIH23,-0.344795528
5394,216239,NCIH460,5.362229969
5394,216239,NCIH520,13.82210367
5394,216239,OCUBM,8.520548277
5394,216239,OV90,11.89861617
5394,216239,OVCAR3,-11.49236987
5394,216239,PA1,13.32203108
5394,216239,RKO,16.90976066
5394,216239,RPMI7951,-2.725051066
5394,216239,SKMEL30,7.041864526
5394,216239,SKMES1,24.59771309
5394,216239,SKOV3,11.98839941
5394,216239,SW620,5.611064269
5394,216239,SW837,4.576493335
5394,216239,T47D,13.22003559
5394,216239,UACC62,12.23240076
5394,216239,UWB1289,7.971181185
5394,216239,UWB1289BRCA1,7.884209484
5394,216239,VCAP,12.24034409
5394,216239,ZR751,-34.87701752
5394,387447,A2058,13.54530624
5394,387447,A2780,-10.80164188
5394,387447,A375,15.13423488
5394,387447,A427,-6.870473081
5394,387447,CAOV3,-18.34832366
5394,387447,COLO320DM,-7.357834341
5394,387447,DLD1,8.35291559
5394,387447,EFM192B,-30.19302841
5394,387447,ES2,-20.09520393
5394,387447,HCT116,0.19000287
5394,387447,HT144,-22.514284
5394,387447,HT29,-22.55139135
5394,387447,KPL1,-26.27031618
5394,387447,LNCAP,-1.728936438
5394,387447,LOVO,0.238133815
5394,387447,MDAMB436,-2.687553158
5394,387447,MSTO,64.22626125
5394,387447,NCIH1650,-30.05710857
5394,387447,NCIH2122,-16.6757735
5394,387447,NCIH23,-26.3835498
5394,387447,NCIH460,-24.53825984
5394,387447,NCIH520,-22.67214272
5394,387447,OCUBM,-5.068276725
5394,387447,OV90,-6.853055939
5394,387447,OVCAR3,-18.88944112
5394,387447,PA1,-9.682147776
5394,387447,RKO,-26.60910397
5394,387447,RPMI7951,-5.605381458
5394,387447,SKMEL30,-0.950885452
5394,387447,SKMES1,-9.256435731
5394,387447,SKOV3,-16.05876186
5394,387447,SW620,-2.141414854
5394,387447,SW837,-15.05217958
5394,387447,T47D,-20.79693742
5394,387447,UACC62,-18.67739174
5394,387447,UWB1289,-10.40717536
5394,387447,UWB1289BRCA1,3.562816511
5394,387447,VCAP,-12.5438155
5394,387447,ZR751,-2.016282334
5394,3062316,A2058,35.83133859
5394,3062316,A2780,43.36531695
5394,3062316,A375,-1.917616474
5394,3062316,A427,75.39054034
5394,3062316,CAOV3,-29.54940801
5394,3062316,COLO320DM,-8.112309327
5394,3062316,DLD1,1.664555593
5394,3062316,EFM192B,1.742197044
5394,3062316,ES2,-0.095831292
5394,3062316,HCT116,-38.05504082
5394,3062316,HT144,-70.06275839
5394,3062316,HT29,-19.48677409
5394,3062316,KPL1,-15.55018341
5394,3062316,LNCAP,11.6566933
5394,3062316,LOVO,12.5673845
5394,3062316,MDAMB436,-5.329564299
5394,3062316,MSTO,98.75639633
5394,3062316,NCIH1650,5.897546012
5394,3062316,NCIH2122,-93.75462962
5394,3062316,NCIH23,-9.342896723
5394,3062316,NCIH460,9.702972564
5394,3062316,NCIH520,21.99613399
5394,3062316,OCUBM,-12.53563704
5394,3062316,OV90,9.866462887
5394,3062316,OVCAR3,45.87917399
5394,3062316,PA1,24.51252286
5394,3062316,RKO,-31.06141838
5394,3062316,RPMI7951,30.90064766
5394,3062316,SKMEL30,-19.64802654
5394,3062316,SKMES1,-3.716320827
5394,3062316,SKOV3,-9.783202295
5394,3062316,SW620,42.14149915
5394,3062316,SW837,-3.781051013
5394,3062316,T47D,-48.83282624
5394,3062316,UACC62,-10.45237754
5394,3062316,UWB1289,-3.07061203
5394,3062316,UWB1289BRCA1,0.243017834
5394,3062316,VCAP,-51.49425284
5394,3062316,ZR751,-88.10193126
5394,5288382,A2058,42.11185035
5394,5288382,A2780,-9.405366321
5394,5288382,A375,-6.32770356
5394,5288382,A427,34.08669248
5394,5288382,CAOV3,-11.61551746
5394,5288382,COLO320DM,-2.448103508
5394,5288382,DLD1,2.95724989
5394,5288382,EFM192B,-14.36055011
5394,5288382,ES2,-3.040881406
5394,5288382,HCT116,0.444993901
5394,5288382,HT144,-16.7660734
5394,5288382,HT29,-9.803305819
5394,5288382,KPL1,-34.11838441
5394,5288382,LNCAP,16.02396993
5394,5288382,LOVO,-3.986723154
5394,5288382,MDAMB436,8.606305202
5394,5288382,MSTO,-16.08640456
5394,5288382,NCIH1650,-32.42260795
5394,5288382,NCIH2122,-16.66110668
5394,5288382,NCIH23,-25.69200386
5394,5288382,NCIH460,-15.34747403
5394,5288382,NCIH520,-10.28606148
5394,5288382,OCUBM,-13.88953866
5394,5288382,OV90,-8.208756963
5394,5288382,OVCAR3,-9.428126028
5394,5288382,PA1,-9.850579561
5394,5288382,RKO,-32.85212692
5394,5288382,RPMI7951,-7.403200339
5394,5288382,SKMEL30,23.25775584
5394,5288382,SKMES1,0.422898866
5394,5288382,SKOV3,-28.68585428
5394,5288382,SW620,-2.32094613
5394,5288382,SW837,-26.19824485
5394,5288382,T47D,-35.90471742
5394,5288382,UACC62,-18.90422789
5394,5288382,UWB1289,-7.140733588
5394,5288382,UWB1289BRCA1,-10.64449108
5394,5288382,VCAP,-40.59807165
5394,5288382,ZR751,-39.65495694
5394,9826528,A2058,37.10782277
5394,9826528,A2780,11.52767113
5394,9826528,A375,-0.477552323
5394,9826528,A427,43.19257115
5394,9826528,CAOV3,-16.86903332
5394,9826528,COLO320DM,-2.985855482
5394,9826528,DLD1,3.56838166
5394,9826528,EFM192B,-45.77880245
5394,9826528,ES2,46.51055745
5394,9826528,HCT116,-12.89104904
5394,9826528,HT144,-2.301766287
5394,9826528,HT29,-11.54813233
5394,9826528,KPL1,-17.7324356
5394,9826528,LNCAP,-5.516176003
5394,9826528,LOVO,-6.771502583
5394,9826528,MDAMB436,4.970252389
5394,9826528,MSTO,-3.00072896
5394,9826528,NCIH1650,-23.91874311
5394,9826528,NCIH2122,-1.603763805
5394,9826528,NCIH23,-19.21524146
5394,9826528,NCIH460,6.87623632
5394,9826528,NCIH520,2.365406671
5394,9826528,OCUBM,5.033871932
5394,9826528,OV90,3.311267401
5394,9826528,OVCAR3,18.30311997
5394,9826528,PA1,8.908352495
5394,9826528,RKO,1.359386402
5394,9826528,RPMI7951,21.90448437
5394,9826528,SKMEL30,2.438363519
5394,9826528,SKMES1,-15.06437597
5394,9826528,SKOV3,-18.88124937
5394,9826528,SW620,14.76678855
5394,9826528,SW837,-5.99569534
5394,9826528,T47D,-13.59839648
5394,9826528,UACC62,-10.37817968
5394,9826528,UWB1289,1.897638676
5394,9826528,UWB1289BRCA1,13.69777759
5394,9826528,VCAP,-31.43592561
5394,9826528,ZR751,-36.25157619
5394,9887053,A2058,-0.074702485
5394,9887053,A2780,-22.91617992
5394,9887053,A375,-3.576678469
5394,9887053,A427,-0.59311151
5394,9887053,CAOV3,-76.56862703
5394,9887053,COLO320DM,12.25904511
5394,9887053,DLD1,-10.60067865
5394,9887053,EFM192B,-10.27981043
5394,9887053,ES2,-10.3039747
5394,9887053,HCT116,5.69984554
5394,9887053,HT144,-24.34969002
5394,9887053,HT29,-17.08929247
5394,9887053,KPL1,6.486554674
5394,9887053,LNCAP,-14.06947272
5394,9887053,LOVO,-34.21970381
5394,9887053,MDAMB436,-20.74977203
5394,9887053,MSTO,-35.6369866
5394,9887053,NCIH1650,-27.56026059
5394,9887053,NCIH2122,-4.840328705
5394,9887053,NCIH23,-37.33057271
5394,9887053,NCIH460,-32.83767414
5394,9887053,NCIH520,-8.755629817
5394,9887053,OCUBM,21.76287444
5394,9887053,OV90,-11.45324928
5394,9887053,OVCAR3,-25.59162775
5394,9887053,PA1,-27.2446519
5394,9887053,RKO,25.1805488
5394,9887053,RPMI7951,-15.24252986
5394,9887053,SKMEL30,13.4658802
5394,9887053,SKMES1,-6.613654735
5394,9887053,SKOV3,-22.40607853
5394,9887053,SW620,-0.625147553
5394,9887053,SW837,-23.1506391
5394,9887053,T47D,17.88373334
5394,9887053,UACC62,-15.60619216
5394,9887053,UWB1289,-8.149713403
5394,9887053,UWB1289BRCA1,-22.81828272
5394,9887053,VCAP,-23.16656545
5394,9887053,ZR751,-58.8760438
5394,11520894,A2058,19.94982501
5394,11520894,A2780,38.2407195
5394,11520894,A375,25.02396601
5394,11520894,A427,38.89985303
5394,11520894,CAOV3,-36.49745473
5394,11520894,COLO320DM,1.881216896
5394,11520894,DLD1,11.98586773
5394,11520894,EFM192B,59.33113286
5394,11520894,ES2,34.24466715
5394,11520894,HCT116,17.15561975
5394,11520894,HT144,-1.282412626
5394,11520894,HT29,9.20846307
5394,11520894,KPL1,66.07571301
5394,11520894,LNCAP,33.00333461
5394,11520894,LOVO,13.32260584
5394,11520894,MDAMB436,9.908851448
5394,11520894,MSTO,67.69333172
5394,11520894,NCIH1650,-7.116034368
5394,11520894,NCIH2122,21.55886685
5394,11520894,NCIH23,-0.709098847
5394,11520894,NCIH460,29.46092393
5394,11520894,NCIH520,17.22488765
5394,11520894,OCUBM,39.21886356
5394,11520894,OV90,19.84242261
5394,11520894,OVCAR3,19.15412051
5394,11520894,PA1,15.31534629
5394,11520894,RKO,31.38914651
5394,11520894,RPMI7951,35.84369536
5394,11520894,SKMEL30,50.21066429
5394,11520894,SKMES1,41.62534471
5394,11520894,SKOV3,12.1359172
5394,11520894,SW620,12.04095442
5394,11520894,SW837,-15.19755964
5394,11520894,T47D,0.224208936
5394,11520894,UACC62,28.00742879
5394,11520894,UWB1289,36.48405215
5394,11520894,UWB1289BRCA1,35.04323274
5394,11520894,VCAP,5.557310918
5394,11520894,ZR751,2.408610005
5394,11960529,A2058,41.18812185
5394,11960529,A2780,54.41816094
5394,11960529,A375,30.29916003
5394,11960529,A427,29.9477946
5394,11960529,CAOV3,24.44841261
5394,11960529,COLO320DM,7.781057058
5394,11960529,DLD1,-0.089774458
5394,11960529,EFM192B,7.757550458
5394,11960529,ES2,9.360721204
5394,11960529,HCT116,17.00098185
5394,11960529,HT144,-1.515180802
